"x";"y";"pop"
"18665";353649.44045;6792353.84;4
"18666";353649.45045;6789901.64;3
"18667";353649.46045;6787978.95;3
"18668";353649.50045;6787779.12;5
"18669";353649.51045;6792345.26;2
"18670";353649.96045;6788953.06;2
"18671";353649.99045;6790924.22;15
"18672";353650.01045;6788114.83;2
"18673";353650.06045;6790674.34;9
"18674";353650.24045;6789584.94;2
"18675";353650.32045;6790965.27;14
"18676";353650.80045;6790938.42;15
"18677";353651.06045;6790951.34;17
"18678";353651.25045;6787485.09;4
"18679";353651.31045;6789199.54;2
"18680";353651.41045;6788164.03;12
"18681";353651.45045;6787676.53;2
"18682";353651.48045;6787557.55;1
"18683";353651.48045;6792472;1
"18684";353651.56045;6792426.56;1
"18685";353651.79045;6787446.26;2
"18686";353651.79045;6787812.48;47
"18687";353651.84045;6788966.54;3
"18688";353652.05045;6789827.92;2
"18689";353652.10045;6787064.11;2
"18690";353652.18045;6786353.31;25
"18691";353652.30045;6788097.59;5
"18692";353652.32045;6788945.36;2
"18693";353652.32045;6790981.55;9
"18694";353652.43045;6787625.21;3
"18695";353652.61045;6789667.77;2
"18696";353653.12045;6789190.98;5
"18697";353653.35045;6791532.05;1
"18698";353653.36045;6792461.84;1
"18699";353653.56045;6790570.37;92
"18700";353653.59045;6792538.4;4
"18701";353653.64045;6789268.86;2
"18702";353653.88045;6789893.16;4
"18703";353653.92045;6789884.16;2
"18704";353653.92045;6792028.2;2
"18705";353654.33045;6790329.23;304.5
"18706";353654.50045;6787997.77;5
"18707";353655.11045;6789601.8;3
"18708";353655.21045;6787456.63;4
"18709";353655.60045;6791617.78;4
"18710";353655.64045;6787954.82;1
"18711";353655.73045;6789656.89;4
"18712";353655.93045;6791886.93;3
"18713";353655.97045;6791664.36;2
"18714";353656.25045;6787656.44;1
"18715";353656.37045;6787421.12;2
"18716";353656.49045;6789305.71;3
"18717";353656.94045;6787788.29;4
"18718";353657.02045;6787466.86;1
"18719";353657.29045;6788936.7;3
"18720";353657.37045;6787116.22;4
"18721";353658.42045;6789990.08;1
"18722";353658.70045;6790048.08;1
"18723";353659.06045;6787129.41;1
"18724";353659.16045;6787140.14;4
"18725";353659.43045;6788929.26;5
"18726";353660.29045;6791152.29;26
"18727";353660.48045;6791136.18;22.5
"18728";353661.04045;6791688.89;2
"18729";353661.29045;6791169.43;45
"18730";353661.31045;6791848.34;2
"18731";353661.38045;6792320.56;2
"18732";353661.44045;6787168.74;3
"18733";353661.49045;6787645.4;2
"18734";353661.83045;6787201.12;2
"18735";353661.90045;6792284.64;1
"18736";353662.12045;6787179.72;2
"18737";353662.28045;6789292.7;3
"18738";353662.45045;6787222.73;2
"18739";353662.58045;6791193.11;34
"18740";353662.71045;6787477.49;1
"18741";353662.92045;6787055.68;4
"18742";353663.06045;6787665.96;4
"18743";353663.26045;6787329.8;3
"18744";353663.32045;6787336.13;1
"18745";353663.36045;6787321.78;3
"18746";353663.39045;6791116.25;69
"18747";353663.45045;6789181.46;5
"18748";353663.54045;6793075.56;2
"18749";353663.63045;6789703.44;2
"18750";353663.64045;6787314.42;2
"18751";353663.67045;6787212.46;1
"18752";353663.68045;6789171.07;2
"18753";353663.79045;6789887.83;5
"18754";353664.57045;6793052.35;2
"18755";353664.67045;6792472.64;4
"18756";353664.97045;6787348.3;4
"18757";353665.09045;6789254.26;4
"18758";353665.12045;6789822.42;2
"18759";353665.45045;6791794.91;2
"18760";353665.50045;6787429.7;1
"18761";353665.52045;6787045.96;1
"18762";353665.83045;6789606.04;6
"18763";353665.87045;6789858.93;2
"18764";353666.01045;6787231.45;2
"18765";353666.33045;6789976.9;4
"18766";353666.44045;6792538.4;2
"18767";353666.52045;6789113.71;65
"18768";353666.62045;6789878.41;5
"18769";353666.65045;6787362.65;4
"18770";353666.81045;6791675.03;1
"18771";353666.96045;6787305.06;2
"18772";353667.05045;6787246.3;3
"18773";353667.12045;6791721.6;2
"18774";353667.16045;6787259.26;1
"18775";353667.58045;6787272.53;2
"18776";353667.80045;6791544.22;2
"18777";353667.87045;6787296.37;2
"18778";353667.93045;6787063.42;1
"18779";353668.87045;6791890.58;4
"18780";353669.06045;6789675.03;7
"18781";353669.26045;6790041.05;3
"18782";353669.55045;6787370.04;2
"18783";353669.99045;6789987.98;4
"18784";353670.25045;6787468.66;2
"18785";353670.34045;6789513.35;2
"18786";353670.43045;6789870.69;4
"18787";353670.87045;6788167.75;2
"18788";353671.74045;6789131;145
"18789";353672.08045;6791473.09;91.5
"18790";353672.42045;6789952.25;3
"18791";353672.52691;6787949.9422;1
"18792";353672.61045;6789850.57;1
"18793";353672.68045;6787137.04;102.5
"18794";353672.75045;6788887.94;6
"18795";353672.92045;6789841.24;3
"18796";353673.11045;6787377.49;3
"18797";353674.30045;6789600.41;2
"18798";353674.48045;6788001.99;5
"18799";353674.65045;6791777.37;2
"18800";353674.83045;6787435.54;2
"18801";353676.01045;6789966.12;1
"18802";353676.16045;6787063.22;4
"18803";353676.23045;6787467.5;1
"18804";353676.32045;6789717.76;1
"18805";353676.46045;6789609.39;1
"18806";353677.37045;6787245.1;105
"18807";353677.70045;6787807.15;30
"18808";353677.74045;6787735.01;67
"18809";353677.90045;6789876.16;2
"18810";353678.53045;6791605.3;1
"18811";353678.92045;6791684.65;2
"18812";353678.98045;6787445.38;1
"18813";353678.99045;6787336.35;4
"18814";353679.14045;6788009.35;4
"18815";353679.72045;6791594.3;2
"18816";353679.83045;6788853.36;2
"18817";353679.90045;6790036.09;2
"18818";353679.91045;6789013.01;4
"18819";353680.01045;6787300.1;4
"18820";353680.40045;6791583.28;6
"18821";353680.53045;6789835.94;4
"18822";353680.79045;6788143;2
"18823";353680.84045;6792035.44;1
"18824";353680.85045;6789733.66;3
"18825";353680.99045;6787313.85;4
"18826";353681.03045;6787385.96;3
"18827";353681.15045;6788926.17;21
"18828";353681.47045;6791854.68;2
"18829";353681.72045;6791940.14;4
"18830";353681.75045;6788016.74;2
"18831";353681.79045;6791926.3;2
"18832";353681.97045;6787363.18;2
"18833";353682.13689;6787948.0023;4
"18834";353682.28045;6789641.65;2
"18835";353682.59045;6789618.59;1
"18836";353682.61045;6789855.38;5
"18837";353682.92045;6789938.65;4
"18838";353683.39045;6787063.12;1
"18839";353683.48045;6788981.35;3
"18840";353683.64045;6788028.98;2
"18841";353683.75045;6789845.05;5
"18842";353683.85045;6788168.72;1
"18843";353684.30045;6788881.43;1
"18844";353685.01045;6792537.23;2
"18845";353685.06045;6789982.41;2
"18846";353685.33045;6788041.14;4
"18847";353685.55045;6791619.07;1
"18848";353685.61045;6787464.17;2
"18849";353685.81045;6791953.05;2
"18850";353685.92045;6788087.08;2
"18851";353686.01045;6789704.2;2
"18852";353686.36045;6791965.72;4
"18853";353687.11045;6792468.8;6
"18854";353687.35045;6788053.25;2
"18855";353687.40045;6790671.3;2
"18856";353687.64045;6788077.74;5
"18857";353688.11045;6791980.01;2
"18858";353688.54045;6787351.24;2
"18859";353688.71045;6789017.15;3
"18860";353688.73045;6790918.35;1
"18861";353688.79045;6788996.96;32
"18862";353689.05045;6790927.92;2
"18863";353689.08045;6791706.06;2
"18864";353689.24045;6789931.37;1
"18865";353689.68045;6790939.87;8
"18866";353689.83045;6787389.54;4
"18867";353689.84045;6791822.47;2
"18868";353689.98045;6789953.1;107.5
"18869";353690.56045;6791533.01;2
"18870";353690.94045;6787062.59;2
"18871";353691.22045;6789603.6;4
"18872";353691.22045;6790904.12;1
"18873";353691.28045;6790035;3
"18874";353691.95045;6787445.13;3
"18875";353692.10045;6792382.37;8
"18876";353692.48045;6789833.43;5
"18877";353692.57045;6791550.13;3
"18878";353692.72045;6788859.99;2
"18879";353693.22045;6788147.92;4
"18880";353693.24045;6788839.27;4
"18881";353693.76045;6788187.53;2
"18882";353693.81045;6790678.99;2
"18883";353693.89045;6792036.09;2
"18884";353694.14045;6790828.86;2
"18885";353694.37045;6787475.5;4
"18886";353694.89045;6788976.64;2
"18887";353695.11045;6789924.75;2
"18888";353695.37045;6787996.19;1
"18889";353695.80045;6788071.41;1
"18890";353695.94045;6788956.76;2
"18891";353696.33045;6786384.49;33.5
"18892";353696.55045;6788908.88;4
"18893";353696.85045;6789991.74;4
"18894";353697.09045;6791620.76;2
"18895";353697.36045;6790787.71;2
"18896";353697.53045;6792490.22;3
"18897";353697.85045;6788941.44;4
"18898";353698.51045;6791938.34;2
"18899";353698.85045;6789912.52;1
"18900";353699.05045;6788788.81;11
"18901";353699.34045;6789730.12;4
"18902";353699.38045;6792501.6;6
"18903";353699.47045;6791974.96;2
"18904";353699.48045;6791758.06;2
"18905";353699.53045;6787044.55;1
"18906";353699.63045;6789652.11;2
"18907";353699.77045;6791697.79;2
"18908";353699.90045;6787062.43;1
"18909";353699.92045;6787054.37;1
"18910";353700.66045;6789670.71;3
"18911";353700.75045;6787522.63;3
"18912";353701.00045;6790684.89;2
"18913";353701.05045;6790036.72;5.5
"18914";353701.24045;6792515.74;2
"18915";353701.31045;6791864.89;5
"18916";353701.41045;6789007.12;1
"18917";353701.56045;6789631.78;1
"18918";353702.11045;6791996.89;1
"18919";353702.53045;6790120.85;1
"18920";353702.59045;6789608.07;5
"18921";353702.65045;6789893.8;3
"18922";353703.10045;6789021.26;5
"18923";353703.50045;6787746.1;4
"18924";353703.82045;6791826.56;1
"18925";353703.86045;6789905.85;4
"18926";353705.06045;6791625.31;2
"18927";353705.61045;6789999.62;4
"18928";353705.75045;6788999.04;3
"18929";353705.91045;6788148.58;2
"18930";353705.91045;6789641.5;1.5
"18931";353707.08045;6790780.79;4
"18932";353707.63045;6789679.3;4
"18933";353707.73045;6787062.29;3
"18934";353707.96045;6788930.89;2
"18935";353708.17045;6790962.22;2
"18936";353708.36045;6789867.74;3
"18937";353708.55045;6790898.34;1
"18938";353708.62045;6792036.16;2
"18939";353708.96045;6790659.6;2
"18940";353709.64045;6791917.04;2
"18941";353709.97045;6788174.61;2
"18942";353710.11045;6790794.21;3
"18943";353710.74045;6789986.12;1
"18944";353710.81045;6789888.5;5
"18945";353711.98045;6790688.57;5
"18946";353712.18045;6790083.02;44.5
"18947";353712.54045;6789586.9;3
"18948";353712.60045;6789654.23;5
"18949";353712.80045;6791631.65;2
"18950";353712.97045;6789883.56;3
"18951";353713.26045;6790036.25;1
"18952";353713.93045;6787464.88;2
"18953";353714.56045;6789663;1
"18954";353714.77045;6788979.47;2
"18955";353714.79045;6789674.89;1
"18956";353715.00045;6791681.8;5
"18957";353715.12045;6790054.61;4
"18958";353715.48045;6791769.45;2
"18959";353715.66045;6787062.21;2
"18960";353715.75045;6787042.52;6
"18961";353716.19045;6791469.4;87
"18962";353716.46045;6790356.56;5
"18963";353716.69045;6788060.47;4
"18964";353716.71045;6788147.84;2
"18965";353716.77045;6788964.51;5
"18966";353716.78045;6787003.72;144
"18967";353716.81045;6787718.51;4
"18968";353716.84045;6790771.49;5
"18969";353716.87045;6792471.29;4
"18970";353716.88045;6788894.72;2
"18971";353717.00045;6789754.72;34
"18972";353717.13045;6787053.98;1
"18973";353717.37045;6791250.48;1
"18974";353717.41045;6786350.87;37
"18975";353717.63045;6791266.65;7
"18976";353717.72045;6788954.42;6
"18977";353718.25045;6787125.94;2
"18978";353718.27045;6792519.77;5
"18979";353718.38045;6790042.55;7
"18980";353718.39045;6792022.46;2
"18981";353718.96045;6790898.69;6
"18982";353719.16045;6790115.26;4
"18983";353719.59045;6791305.53;8.5
"18984";353719.62045;6788889.75;1
"18985";353720.04045;6787103.6;1
"18986";353720.04045;6787290.17;1
"18987";353720.10045;6787111.02;3
"18988";353720.16045;6790608.15;58
"18989";353720.23045;6788883.54;3
"18990";353720.27045;6788179.08;4
"18991";353720.44045;6787460.24;2
"18992";353720.78045;6786406.26;32
"18993";353721.55045;6791637.46;1
"18994";353722.71045;6790354.68;3
"18995";353722.89045;6790961.72;4
"18996";353722.90045;6791230.75;2
"18997";353722.97045;6787316.81;4
"18998";353723.06045;6787308.78;1
"18999";353723.09045;6787436.87;4
"19000";353723.18045;6787699.57;8
"19001";353723.50045;6787357.48;1
"19002";353723.61045;6787299.09;4
"19003";353723.96045;6787349.3;1
"19004";353724.29045;6787329.43;3
"19005";353724.37045;6787339.91;1
"19006";353724.81045;6788146.42;2
"19007";353724.98045;6787688.97;3
"19008";353725.14045;6787365.98;4
"19009";353725.24045;6787061.45;6
"19010";353725.27045;6790641.7;3
"19011";353725.34045;6787375.13;4
"19012";353725.42045;6787454.09;2
"19013";353725.74045;6788945.93;5
"19014";353726.01045;6787418.71;4
"19015";353726.18045;6791776.94;1
"19016";353726.36045;6787409.76;4
"19017";353726.82045;6787396.48;4
"19018";353726.83045;6787385.3;2
"19019";353726.89045;6788860;2
"19020";353727.40045;6790704.53;11
"19021";353727.42045;6790785.45;3
"19022";353727.81045;6792531.96;3
"19023";353727.84045;6790908.58;1
"19024";353728.37045;6787959.27;217.5
"19025";353729.37045;6787428.73;3
"19026";353729.45045;6787750.49;3
"19027";353729.46045;6792485.07;1
"19028";353729.99045;6790631.78;1
"19029";353730.04045;6788182.21;3
"19030";353730.30045;6791644.3;1
"19031";353730.30045;6792545.54;1
"19032";353730.81045;6787850.18;89
"19033";353731.01045;6791902.05;4
"19034";353731.14045;6787284.83;2
"19035";353731.28045;6790111.68;2
"19036";353731.48045;6792335.32;2
"19037";353731.56045;6786637.95;225
"19038";353731.67045;6791878.54;2
"19039";353731.73045;6787302.66;4
"19040";353731.81045;6786903.56;164
"19041";353731.97045;6791914.88;3
"19042";353732.29045;6791928.12;2
"19043";353732.29045;6791941.58;2
"19044";353732.33045;6787294.58;2
"19045";353732.40045;6791954.73;2
"19046";353732.41045;6790961;3
"19047";353732.58045;6787447.92;5
"19048";353732.62045;6790180.19;32
"19049";353732.69045;6787093.87;2
"19050";353733.05045;6791968.09;2
"19051";353733.37045;6787329.58;1
"19052";353733.37045;6792347.58;4
"19053";353733.38045;6787120.12;2
"19054";353733.42045;6790772.83;5
"19055";353733.47045;6791980.91;4
"19056";353733.50045;6787071.8;2
"19057";353733.58045;6791837.02;2
"19058";353733.91045;6790350.24;2
"19059";353734.03045;6787080.81;2
"19060";353734.12045;6791994.36;2
"19061";353734.33045;6792008.15;3
"19062";353734.39045;6788271.16;2
"19063";353734.41045;6787110.29;2
"19064";353734.45045;6787063.19;1
"19065";353734.53045;6787088.66;2
"19066";353734.65045;6787339.61;2
"19067";353735.24045;6788262.92;2
"19068";353735.37045;6787101.48;3
"19069";353735.42045;6788922.59;13
"19070";353735.80045;6792355.88;4
"19071";353735.82045;6787349.64;2
"19072";353736.05045;6789611;2
"19073";353736.33045;6791566.45;2
"19074";353736.51045;6788840.63;5
"19075";353736.95045;6790800.41;20
"19076";353737.04045;6792361.4;4
"19077";353737.15045;6787217.77;1
"19078";353737.22045;6787359.24;2
"19079";353737.23045;6787669.21;4
"19080";353737.27045;6787388.42;2
"19081";353737.28045;6788117.64;2
"19082";353737.30045;6787369.93;4
"19083";353737.36045;6791630.42;3
"19084";353737.38045;6787379.54;1
"19085";353737.49045;6791785.1;3
"19086";353738.03045;6790908.31;3
"19087";353738.09045;6791615.57;2
"19088";353738.41045;6787411.19;5
"19089";353738.46045;6788157.59;2
"19090";353738.72045;6787424.29;5
"19091";353738.73045;6788050.47;4
"19092";353738.90045;6788185.19;2
"19093";353738.98045;6787401.58;3
"19094";353739.30045;6790682.77;4
"19095";353739.57045;6788238.44;2
"19096";353739.67045;6792369.1;4
"19097";353739.79045;6789599.64;10
"19098";353740.05045;6787763.68;3
"19099";353740.08045;6788813.81;5
"19100";353740.39045;6788830.82;3
"19101";353740.58045;6788401.86;2
"19102";353741.02045;6790720.42;2
"19103";353742.12045;6791527.57;2
"19104";353742.33045;6788884.96;1
"19105";353742.60045;6791813.79;2
"19106";353743.40045;6790108.01;1
"19107";353743.47045;6789626.38;5
"19108";353743.77045;6787662.97;4
"19109";353744.30045;6788898.06;1
"19110";353744.82045;6787735.86;2
"19111";353744.83045;6786500.55;44
"19112";353745.33045;6787217.47;3
"19113";353745.37045;6790869.55;2
"19114";353745.43045;6787690.16;3
"19115";353746.01045;6790343.64;6
"19116";353746.67045;6792036.02;2
"19117";353746.85045;6791570.2;2
"19118";353747.36045;6788876.84;2
"19119";353747.42045;6789863.67;6
"19120";353747.71045;6788009.58;2
"19121";353747.73045;6790626.58;2
"19122";353748.16045;6788196.19;2
"19123";353748.16045;6789742.04;12
"19124";353748.28045;6787442.76;3
"19125";353748.29045;6790000.72;3
"19126";353748.46045;6788160.46;1
"19127";353748.52045;6790960.38;2
"19128";353748.54045;6790704.04;4
"19129";353749.01045;6792389.2;2
"19130";353749.06045;6792394.58;2
"19131";353749.19045;6788864.42;1
"19132";353749.25045;6792376.84;2
"19133";353749.36045;6792382.67;3
"19134";353749.63045;6786392.99;15
"19135";353749.73045;6792780.01;2
"19136";353749.99045;6787658.87;2
"19137";353750.38045;6789850.87;2
"19138";353750.44045;6790919.88;2
"19139";353750.63045;6789689.19;13
"19140";353750.77045;6788297.02;1
"19141";353750.89045;6788044.39;5
"19142";353750.90045;6791532.79;3
"19143";353751.14045;6787712.48;2
"19144";353751.22045;6788350.56;2
"19145";353751.23045;6789871.64;4
"19146";353752.21045;6787768.28;2
"19147";353753.00045;6790698.9;2
"19148";353753.07045;6788181.57;1
"19149";353753.42045;6788268.92;2
"19150";353753.49045;6788075.54;5
"19151";353753.60045;6787217.23;2
"19152";353753.78045;6787649.69;4
"19153";353753.81045;6789660.31;6
"19154";353753.84045;6787434.64;2
"19155";353754.68045;6789596.31;1
"19156";353754.80045;6789673.32;6
"19157";353754.90045;6789882.36;7
"19158";353755.01045;6792284.08;2
"19159";353755.44045;6790104.99;5
"19160";353755.64045;6787567.55;3
"19161";353755.82045;6792411.53;1
"19162";353755.99045;6789719.63;2
"19163";353756.02045;6791081.28;25
"19164";353756.21045;6790938.33;4
"19165";353756.47045;6788252.56;10
"19166";353756.55045;6789727.85;2
"19167";353756.58045;6790336.13;5
"19168";353757.13045;6791542.47;4
"19169";353757.19045;6788404.42;3
"19170";353757.25045;6787548.79;8
"19171";353757.37045;6791097.11;38
"19172";353757.43045;6790144.93;2
"19173";353757.62045;6790037.37;4
"19174";353757.67045;6791132.13;38
"19175";353757.71045;6791114.66;13
"19176";353757.71045;6792424.6;2
"19177";353757.98045;6788154.73;13
"19178";353757.99045;6790999.14;210
"19179";353758.09045;6791147.95;38
"19180";353758.18045;6787656.01;4
"19181";353758.20045;6788852.17;4
"19182";353758.67045;6790960.16;5
"19183";353758.77045;6790611.52;2
"19184";353758.97045;6787690.08;3
"19185";353759.09045;6787667.26;4
"19186";353759.21045;6791579.31;4
"19187";353759.24045;6788025.44;1
"19188";353759.37045;6790083.69;6
"19189";353759.60045;6786468.79;146.5
"19190";353759.99545;6788834.2875;1
"19191";353760.12045;6788331.01;1
"19192";353760.34045;6787643.91;2
"19193";353760.45045;6789862.63;6
"19194";353760.57045;6788288.88;3
"19195";353760.67045;6788413.44;1
"19196";353761.27045;6789617.39;3
"19197";353761.34045;6792331.91;4
"19198";353761.62045;6787217.07;3
"19199";353761.63045;6787445.07;1
"19200";353761.91045;6787733.73;3
"19201";353762.23045;6787771.83;1
"19202";353762.38045;6787074.42;2
"19203";353762.58045;6788189.82;3
"19204";353763.10045;6789671.86;5
"19205";353763.16045;6789901.13;7
"19206";353763.31045;6790821.05;39
"19207";353763.77045;6788255.75;2
"19208";353763.96045;6787675.47;4
"19209";353764.09045;6790675.15;1
"19210";353764.22045;6790725.78;1
"19211";353764.39045;6790054.88;17
"19212";353764.51045;6787755.48;1
"19213";353765.02045;6789021.72;3
"19214";353765.07045;6791966.12;2
"19215";353765.19045;6788073.28;4
"19216";353765.38045;6788780.64;29
"19217";353765.47045;6787242.2;3
"19218";353765.64045;6791976.59;2
"19219";353766.20045;6792458.62;2
"19220";353766.45045;6787102.38;2
"19221";353766.53045;6787094.64;1
"19222";353766.81045;6788204.6;2
"19223";353766.86045;6787110.71;3
"19224";353767.04045;6791988.13;2
"19225";353767.10045;6792017.97;2
"19226";353767.25045;6790330.22;1
"19227";353767.31045;6792473.86;2
"19228";353767.33045;6787086.37;1
"19229";353767.67045;6792332.26;1
"19230";353767.68045;6791997.83;4
"19231";353767.74045;6792042.2;3
"19232";353767.75045;6788127.73;3
"19233";353767.95045;6791075.84;23
"19234";353768.24045;6787623.38;1
"19235";353768.32045;6792007.89;2
"19236";353768.63045;6786342.43;40
"19237";353768.80045;6788822.5;4
"19238";353769.27045;6792403.74;3
"19239";353769.36045;6792481.77;6
"19240";353769.58045;6789892.51;1
"19241";353769.70045;6787205.16;1
"19242";353769.79045;6792026.89;2
"19243";353769.99045;6787776.91;4
"19244";353770.03045;6789876.35;1
"19245";353770.06045;6788051.62;2
"19246";353770.28045;6790165.22;6
"19247";353770.38045;6787695.09;1
"19248";353770.53045;6792494.02;3
"19249";353770.64045;6786857.31;251
"19250";353770.69045;6790667.8;2
"19251";353770.80045;6792487.89;2
"19252";353771.24045;6790224.34;4
"19253";353771.33045;6792503.32;5
"19254";353771.56045;6787798.29;2
"19255";353771.67045;6787704.61;2
"19256";353771.83045;6790181.97;2
"19257";353772.22045;6790656.42;2
"19258";353772.71045;6790066.44;3
"19259";353772.77045;6787416.36;2
"19260";353772.82045;6790643.7;5
"19261";353772.84045;6792419.58;1
"19262";353772.85045;6788114.23;1
"19263";353773.02045;6787517.35;1
"19264";353773.29045;6792332.6;2
"19265";353773.34045;6789863.04;1
"19266";353773.61045;6788433.78;2
"19267";353773.92045;6791811.08;1
"19268";353774.16045;6787265.49;2
"19269";353774.46045;6792432.8;2
"19270";353774.93045;6787715.18;3
"19271";353774.97045;6789886.45;3
"19272";353775.11045;6787275.31;2
"19273";353775.54045;6790959.76;4
"19274";353775.85045;6788294.78;4
"19275";353775.89045;6790195.58;2
"19276";353776.19045;6787485.78;1
"19277";353776.32045;6790686.81;5
"19278";353776.58045;6787294.94;1
"19279";353776.79045;6786274.61;2
"19280";353776.80045;6788136.55;2
"19281";353776.83045;6787140.51;4
"19282";353777.01045;6789795.95;5
"19283";353777.02045;6787187.73;4
"19284";353777.07045;6791790.07;4
"19285";353777.63045;6787315.46;5
"19286";353777.64045;6792527.94;4
"19287";353777.98045;6787304.98;1
"19288";353778.39045;6788262.38;5
"19289";353778.52045;6790206.6;3
"19290";353778.96045;6792332.37;3
"19291";353778.97045;6787727.54;2
"19292";353779.47045;6790135.96;2
"19293";353779.71045;6790228.26;1
"19294";353780.11045;6787156.03;4
"19295";353780.26045;6788334.25;3
"19296";353780.42045;6786019.53;4
"19297";353780.42045;6790091.74;6
"19298";353780.42045;6790713.05;1
"19299";353780.46045;6788366.07;3
"19300";353780.54045;6787633.35;6
"19301";353780.76045;6787325.48;5
"19302";353781.53045;6788161.14;6
"19303";353781.63045;6788200.81;8
"19304";353781.94045;6787335.07;3
"19305";353782.28045;6787480.06;2
"19306";353782.77045;6787757.14;1
"19307";353782.90045;6787344.89;4
"19308";353782.98045;6787681.47;1
"19309";353783.02045;6787115.64;3
"19310";353783.11045;6790678.8;4
"19311";353783.17045;6787432.66;1
"19312";353783.31045;6790146.57;1
"19313";353783.51045;6787746.1;2
"19314";353783.57045;6791832.76;2
"19315";353783.59045;6791772.87;2
"19316";353783.75045;6787736.57;2
"19317";353783.99045;6787264.98;2
"19318";353784.00045;6787187.36;3
"19319";353784.25045;6788008.81;4
"19320";353784.41045;6787148.4;2
"19321";353784.72045;6787354.7;2
"19322";353784.75045;6790112.62;1
"19323";353784.78045;6789810.54;2
"19324";353785.10045;6790154.28;1
"19325";353785.33045;6789892.33;2
"19326";353785.77045;6787375.66;2
"19327";353785.98045;6787241.15;2
"19328";353786.00045;6787404.69;4
"19329";353786.25045;6787274.34;2
"19330";353786.31045;6792527.29;4
"19331";353786.32045;6788105.39;3
"19332";353786.36045;6787395.08;1.5
"19333";353786.43045;6788288.09;2
"19334";353786.44045;6788042.48;4
"19335";353786.52045;6788071.72;2
"19336";353786.56045;6787364.72;1
"19337";353786.79045;6790889.12;48
"19338";353786.85045;6788268.48;9
"19339";353786.94045;6789726.12;5
"19340";353787.20045;6792299.45;4
"19341";353787.80045;6787249.66;1
"19342";353787.91045;6788024.53;2
"19343";353788.11045;6792290.14;4
"19344";353788.17045;6790648;1
"19345";353788.49045;6789017.6;5
"19346";353789.26045;6790232.77;4
"19347";353789.59045;6788413.17;2
"19348";353789.65045;6787765.4;2
"19349";353789.67045;6788058.65;3
"19350";353789.68045;6788888.85;2
"19351";353789.89045;6787791.01;2
"19352";353790.04045;6790172.36;5
"19353";353790.08045;6787288.5;2
"19354";353790.14045;6787295.7;2
"19355";353790.23045;6787107.48;1
"19356";353790.27045;6790659.83;4
"19357";353790.45045;6787473.58;2
"19358";353790.57045;6788337.96;4
"19359";353790.92045;6790188.01;4
"19360";353790.98045;6791759.24;1
"19361";353791.05045;6788902.14;130.5
"19362";353791.29045;6788210.55;9
"19363";353792.14045;6792458.41;2
"19364";353792.38045;6787302.89;4
"19365";353792.40045;6788364.72;3
"19366";353792.46045;6787311.63;1
"19367";353792.48045;6787421.22;1
"19368";353792.82045;6788850.05;2
"19369";353792.85045;6787632.98;1
"19370";353792.88045;6787186.58;5
"19371";353793.00045;6792527.08;3
"19372";353793.03045;6789004.04;2
"19373";353793.48045;6788993;4
"19374";353793.89045;6789624.83;98
"19375";353793.91045;6789898.4;2
"19376";353794.70045;6788114.18;6
"19377";353794.71045;6786527.45;231
"19378";353794.72045;6787321;2
"19379";353795.01045;6790208.62;2
"19380";353795.07045;6788873.82;1
"19381";353795.13045;6789944.84;88
"19382";353795.32045;6787773.23;2
"19383";353795.66045;6787621.65;2
"19384";353796.14045;6791908.21;22
"19385";353796.17045;6791746.15;3
"19386";353796.33045;6788069.08;1
"19387";353796.57045;6787333.42;5
"19388";353796.91045;6787092.81;2
"19389";353797.12045;6788270.58;2
"19390";353797.77045;6790197.05;2
"19391";353797.83045;6790041.06;3
"19392";353797.84045;6788127.69;3
"19393";353797.85045;6790237.05;2
"19394";353798.09045;6790703.49;3
"19395";353798.11045;6787113.7;2
"19396";353798.17045;6791367.48;42
"19397";353798.36045;6787506.54;3
"19398";353798.40045;6791298.11;2
"19399";353798.65045;6790736.46;44
"19400";353798.66045;6791277.77;2
"19401";353798.67045;6788484.84;4
"19402";353798.74045;6791383.5;41
"19403";353798.94045;6788222.57;6
"19404";353798.96045;6791309.91;4
"19405";353799.74045;6791402.47;35.5
"19406";353799.78045;6789726.89;8
"19407";353799.95045;6787345.19;4
"19408";353800.00045;6791439.92;101
"19409";353800.47045;6792459.33;2
"19410";353800.58045;6792527.17;3
"19411";353800.77045;6791352.68;28
"19412";353800.89045;6787186.17;2
"19413";353801.18045;6786443.51;243
"19414";353801.62045;6788803.73;3
"19415";353801.90045;6791663.68;7
"19416";353802.00045;6788323.47;1
"19417";353802.03045;6791729.14;2
"19418";353802.05045;6790830.58;6
"19419";353802.22045;6792441.21;3
"19420";353802.36045;6786640.95;137
"19421";353802.63045;6790216.55;5
"19422";353802.71045;6787415.91;4
"19423";353802.74045;6788436.58;1
"19424";353802.87045;6791846.43;1
"19425";353803.14045;6787547.19;1
"19426";353803.20045;6792430.71;2
"19427";353803.46045;6787788.28;2
"19428";353803.50045;6791702.57;5
"19429";353803.53045;6787356.07;4
"19430";353803.61045;6792417.06;1
"19431";353803.62045;6791718.44;2
"19432";353803.67045;6792424.18;2
"19433";353803.87045;6789020.92;5
"19434";353803.94045;6787809.44;2
"19435";353804.17045;6788147.01;2
"19436";353804.31045;6788302.03;2
"19437";353804.62045;6790053.95;2
"19438";353804.66045;6791687.98;6
"19439";353804.71045;6792407.15;3
"19440";353804.77045;6791967.16;3
